PIC_RowNumber,Cst_Cnt,N_Cruise,N_Ship,N_OrderOcc,N_Towtype,N_Townumber,N_lat,N_lon,N_Line,N_Station
331,6246.0,195308,CR,58.0,C1,1.0,32.416666,-119.958333,90.0,60.0
332,6247.0,195308,CR,60.0,C1,1.0,32.583333,-119.616666,90.0,55.0
333,,195308,CR,59.0,C1,1.0,32.5,-119.783333,90.0,58.0
334,6253.0,195308,CR,65.0,C1,1.0,32.933333,-117.325,93.3,27.0
335,6254.0,195308,CR,66.0,C1,1.0,32.833333,-117.525,93.3,30.0
336,6282.0,195308,HO,20.0,C1,1.0,34.433333,-120.526666,80.0,51.0
337,6283.0,195308,HO,21.0,C1,1.0,34.333333,-120.825,80.0,55.0
338,6284.0,195308,HO,22.0,C1,1.0,34.18,-121.133333,80.0,60.0
339,6291.0,195308,HO,29.0,C1,1.0,33.86,-120.141666,83.3,51.0
340,6290.0,195308,HO,28.0,C1,1.0,33.766666,-120.418333,83.3,55.0
341,6292.0,195308,HO,30.0,C1,1.0,33.975,-119.925,83.3,48.0
342,6298.0,195308,HO,36.0,C1,1.0,33.5,-119.316666,86.7,45.0
343,6299.0,195308,HO,37.0,C1,1.0,33.308333,-119.636666,86.7,50.0
344,6306.0,195308,HO,44.0,C1,1.0,33.953333,-119.163333,85.0,40.0
345,6300.0,195308,HO,38.0,C1,1.0,33.16,-120.02,86.7,55.0
346,6307.0,195309,CR,1.0,C1,1.0,34.233333,-119.366666,83.3,40.0
347,6308.0,195309,CR,2.0,C1,1.0,34.133333,-119.625,83.3,43.0
348,6313.0,195309,CR,7.0,C1,1.0,33.733333,-120.408333,83.3,55.0
349,6314.0,195309,CR,8.0,C1,1.0,33.45,-120.208333,85.0,55.0
350,6316.0,195309,CR,10.0,C1,1.0,33.783333,-119.516666,85.0,45.0
351,6315.0,195309,CR,9.0,C1,1.0,33.616666,-119.866666,85.0,50.0
352,6320.0,195309,CR,14.0,C1,1.0,33.666666,-118.975,86.7,40.0
353,6413.0,195310,PT,2.0,C1,1.0,34.13,-119.526666,83.3,43.0
354,6400.0,195310,CR,52.0,C1,1.0,33.475,-117.783333,90.0,28.0
355,6401.0,195310,CR,53.0,C1,1.0,33.408333,-117.908333,90.0,30.0
356,6402.0,195310,CR,54.0,C1,1.0,33.183333,-118.4,90.0,37.0
357,6415.0,195310,PT,3.0,C1,1.0,34.175,-119.991666,82.3,47.0
358,6416.0,195310,PT,4.0,C1,1.0,33.975,-119.916666,83.3,48.0
359,6403.0,195310,CR,55.0,C1,1.0,32.916666,-118.933333,90.0,45.0
360,6407.0,195310,CR,59.0,C1,1.0,32.041666,-120.625,90.0,70.0
361,6411.0,195310,CR,63.0,C1,1.0,32.933333,-117.316666,93.3,27.0
362,6410.0,195310,CR,62.0,C1,1.0,32.833333,-117.525,93.3,30.0
363,6423.0,195311,PT,5.0,C1,1.0,33.97,-119.928333,83.3,48.0
364,6424.0,195311,PT,6.0,C1,1.0,33.866666,-120.146666,83.3,51.0
365,6425.0,195311,PT,7.0,C1,1.0,33.733333,-120.408333,83.3,55.0
366,6426.0,195311,PT,8.0,C1,1.0,33.58,-120.725,83.3,60.0
367,6430.0,195311,PT,12.0,C1,1.0,33.78,-119.521666,85.0,45.0
368,6432.0,195311,PT,14.0,C1,1.0,34.0,-119.066666,85.0,39.0
369,6431.0,195311,PT,13.0,C1,1.0,33.95,-119.175,85.0,40.0
370,6433.0,195311,PT,15.0,C1,1.0,33.833333,-118.623333,86.7,35.0
371,6437.0,195311,PT,18.0,C1,1.0,33.166666,-120.008333,86.7,55.0
372,6438.0,195311,PT,19.0,C1,1.0,32.991666,-120.383333,86.7,60.0
373,6439.0,195312,CR,1.0,C1,1.0,33.558333,-120.758333,83.3,60.0
374,6441.0,195312,CR,3.0,C1,1.0,33.866666,-120.138333,83.3,51.0
375,6440.0,195312,CR,2.0,C1,1.0,33.733333,-120.416666,83.3,55.0
376,,195312,CR,9.0,C1,1.0,34.0,-119.066666,85.0,39.0
377,6448.0,195312,CR,10.0,C1,1.0,33.941666,-119.183333,85.0,40.0
378,6449.0,195312,CR,11.0,C1,1.0,33.783333,-119.525,85.0,45.0
379,6455.0,195312,CR,16.0,C1,1.0,33.666666,-118.975,86.7,40.0
380,6454.0,195312,CR,15.0,C1,1.0,33.491666,-119.3,86.7,45.0
381,6456.0,195312,CR,17.0,C1,1.0,33.833333,-118.616666,86.7,35.0
382,6463.0,195312,CR,24.0,C1,1.0,32.416666,-119.958333,90.0,60.0
383,6464.0,195312,CR,25.0,C1,1.0,32.166666,-118.891666,93.3,50.0
384,,195401,HO,1.0,C1,1.0,33.833333,-118.623333,86.7,35.0
385,6555.0,195401,HO,2.0,C1,1.0,33.658333,-118.991666,86.7,40.0
386,,195401,HO,3.0,C1,1.0,33.475,-119.356666,86.7,45.0
387,6557.0,195401,HO,6.0,C1,1.0,33.016666,-120.341666,86.7,60.0
388,6561.0,195401,HO,14.0,C1,1.0,34.238333,-119.98,82.0,47.0
389,6560.0,195401,HO,13.0,C1,1.0,34.133333,-119.566666,83.3,43.0
390,6558.0,195401,HO,8.0,C1,1.0,33.458333,-120.208333,85.0,55.0
391,,195401,HO,7.0,C1,1.0,33.275,-120.558333,85.0,60.0
392,6564.0,195401,HO,19.0,C1,1.0,34.903333,-121.21,76.7,55.0
393,,195401,HO,15.0,C1,1.0,33.963333,-119.908333,83.3,48.0
394,6562.0,195401,HO,16.0,C1,1.0,33.86,-120.141666,83.3,51.0
395,,195401,HO,17.0,C1,1.0,33.68,-120.46,83.3,55.0
396,,195401,HO,21.0,C1,1.0,34.441666,-120.536666,80.0,51.0
397,,195401,HO,25.0,C1,1.0,33.358333,-122.525,80.0,80.0
398,,195401,HO,38.0,C1,1.0,33.408333,-117.926666,90.0,30.0
399,6573.0,195401,HO,37.0,C1,1.0,33.2,-118.363333,90.0,37.0
400,,195401,HO,34.0,C1,1.0,32.453333,-120.025,90.0,60.0
401,6571.0,195401,HO,33.0,C1,1.0,32.063333,-120.658333,90.0,70.0
402,6574.0,195401,HO,39.0,C1,1.0,33.475,-117.771666,90.0,28.0
403,,195401,HO,40.0,C1,1.0,32.946666,-117.316666,93.3,27.0
404,6576.0,195401,HO,43.0,C1,1.0,32.166666,-118.933333,93.3,50.0
405,,195401,HO,44.0,C1,1.0,31.808333,-119.533333,93.3,60.0
406,,195402,CR,3.0,C1,1.0,34.433333,-120.558333,80.0,51.0
407,6619.0,195402,CR,4.0,C1,1.0,34.316666,-120.8,80.0,55.0
408,,195402,CR,5.0,C1,1.0,34.15,-121.15,80.0,60.0
409,6621.0,195402,CR,8.0,C1,1.0,33.566666,-120.75,83.3,60.0
410,6622.0,195402,CR,10.0,C1,1.0,33.875,-120.141666,83.3,51.0
411,,195402,CR,9.0,C1,1.0,33.733333,-120.408333,83.3,55.0
412,6625.0,195402,CR,15.0,C1,1.0,34.008333,-119.066666,85.0,39.0
413,,195402,CR,16.0,C1,1.0,33.95,-119.175,85.0,40.0
414,6626.0,195402,CR,17.0,C1,1.0,33.775,-119.55,85.0,45.0
415,6627.0,195402,CR,19.0,C1,1.0,33.441666,-120.208333,85.0,55.0
416,,195402,CR,20.0,C1,1.0,33.283333,-120.558333,85.0,60.0
417,,195402,CR,26.0,C1,1.0,33.833333,-118.616666,86.7,35.0
418,6630.0,195402,CR,25.0,C1,1.0,33.675,-118.975,86.7,40.0
419,,195402,CR,22.0,C1,1.0,33.2,-120.05,86.7,55.0
420,6628.0,195402,CR,21.0,C1,1.0,33.0,-120.35,86.7,60.0
421,6631.0,195402,CR,27.0,C1,1.0,33.475,-117.783333,90.0,28.0
422,,195402,CR,28.0,C1,1.0,33.408333,-117.916666,90.0,30.0
423,6633.0,195402,CR,31.0,C1,1.0,32.583333,-119.616666,90.0,55.0
424,,195402,CR,32.0,C1,1.0,32.416666,-119.95,90.0,60.0
425,,195402,CR,35.0,C1,1.0,31.816666,-119.566666,93.3,60.0
426,6635.0,195402,CR,36.0,C1,1.0,32.216666,-118.916666,93.3,50.0
427,,195403,CR,1.0,C1,1.0,33.825,-118.641666,86.7,35.0
428,,195403,CR,9.0,C1,1.0,33.616666,-119.875,85.0,50.0
429,6669.0,195403,CR,8.0,C1,1.0,33.5,-120.25,85.0,55.0
430,6666.0,195403,CR,2.0,C1,1.0,33.666666,-118.975,86.7,40.0
431,,195403,CR,3.0,C1,1.0,33.5,-119.316666,86.7,45.0
432,6674.0,195403,CR,17.0,C1,1.0,33.866666,-120.141666,83.3,51.0
433,,195403,CR,18.0,C1,1.0,33.733333,-120.408333,83.3,55.0
434,,195403,CR,11.0,C1,1.0,33.95,-119.175,85.0,40.0
435,6670.0,195403,CR,10.0,C1,1.0,33.8,-119.525,85.0,45.0
436,6677.0,195403,CR,22.0,C1,1.0,33.816666,-121.85,80.0,70.0
437,6675.0,195403,CR,19.0,C1,1.0,33.566666,-120.766666,83.3,60.0
438,6678.0,195403,CR,24.0,C1,1.0,34.333333,-120.808333,80.0,55.0
439,,195403,CR,23.0,C1,1.0,34.166666,-121.15,80.0,60.0
440,6682.0,195403,CR,32.0,C1,1.0,32.583333,-119.608333,90.0,55.0
441,,195403,CR,33.0,C1,1.0,32.416666,-119.958333,90.0,60.0
442,,195403,CR,36.0,C1,1.0,32.441666,-118.183333,93.3,40.0
443,6777.0,195404,HO,4.0,C1,1.0,33.783333,-119.52,85.0,45.0
444,,195404,HO,3.0,C1,1.0,33.616666,-119.841666,85.0,50.0
445,6778.0,195404,HO,6.0,C1,1.0,34.0,-119.076666,85.0,39.0
446,,195404,HO,5.0,C1,1.0,33.958333,-119.196666,85.0,40.0
447,,195404,HO,9.0,C1,1.0,35.555,-123.231666,70.0,70.0
448,,195404,ES,1.0,C1,1.0,32.933333,-117.316666,93.3,27.0
449,6758.0,195404,ES,2.0,C1,1.0,32.833333,-117.525,93.3,30.0
450,,195404,HO,10.0,C1,1.0,34.941666,-124.538333,70.0,90.0
451,,195404,ES,3.0,C1,1.0,32.655,-117.861666,93.3,35.0
452,,195404,ES,8.0,C1,1.0,31.8,-119.591666,93.3,60.0
453,,195404,HO,12.0,C1,1.0,36.963333,-125.066666,60.0,80.0
454,,195404,HO,11.0,C1,1.0,36.736666,-125.521666,60.0,90.0
455,6780.0,195404,HO,17.0,C1,1.0,37.233333,-122.825,63.3,55.0
456,,195404,HO,20.0,C1,1.0,35.62,-121.31,73.3,50.0
457,,195404,HO,21.0,C1,1.0,35.315,-121.968333,73.3,60.0
458,,195404,HO,25.0,C1,1.0,34.441666,-120.541666,80.0,51.0
459,6783.0,195404,HO,26.0,C1,1.0,34.316666,-120.8,80.0,55.0
460,6789.0,195404,HO,38.0,C1,1.0,34.25,-119.966666,82.0,47.0
461,,195404,HO,37.0,C1,1.0,33.971666,-119.916666,83.3,48.0
462,6786.0,195404,HO,32.0,C1,1.0,32.966666,-122.136666,83.3,80.0
463,,195404,HO,40.0,C1,1.0,34.235,-119.365,83.3,40.0
464,6790.0,195404,HO,39.0,C1,1.0,34.133333,-119.566666,83.3,43.0
465,,195404,HO,47.0,C1,1.0,32.605,-121.025,86.7,70.0
466,6796.0,195404,HO,52.0,C1,1.0,32.048333,-120.566666,90.0,70.0
467,6799.0,195404,HO,58.0,C1,1.0,33.475,-117.778333,90.0,28.0
468,,195404,HO,53.0,C1,1.0,32.365,-119.87,90.0,60.0
469,,195405,CR,2.0,C1,1.0,36.666666,-122.4,66.7,55.0
470,,195405,CR,10.0,C1,1.0,34.875,-124.5,70.0,90.0
471,,195405,CR,14.0,C1,1.0,36.05,-122.033333,70.0,55.0
472,6828.0,195405,CR,11.0,C1,1.0,35.216666,-123.8,70.0,80.0
473,6830.0,195405,CR,15.0,C1,1.0,36.175,-121.766666,70.0,51.0
474,6832.0,195405,CR,19.0,C1,1.0,34.916666,-121.233333,76.7,55.0
475,,195405,CR,24.0,C1,1.0,33.483333,-122.533333,80.0,80.0
476,6837.0,195405,CR,29.0,C1,1.0,33.566666,-120.816666,83.3,60.0
477,6838.0,195405,CR,31.0,C1,1.0,33.866666,-120.116666,83.3,51.0
478,,195405,CR,30.0,C1,1.0,33.708333,-120.391666,83.3,55.0
479,6842.0,195405,CR,38.0,C1,1.0,33.766666,-119.541666,85.0,45.0
480,,195405,CR,39.0,C1,1.0,33.616666,-119.866666,85.0,50.0
481,6843.0,195405,CR,40.0,C1,1.0,33.441666,-120.225,85.0,55.0
482,6844.0,195405,CR,43.0,C1,1.0,33.675,-118.983333,86.7,40.0
483,,195405,CR,44.0,C1,1.0,33.5,-119.316666,86.7,45.0
484,6845.0,195405,CR,45.0,C1,1.0,33.333333,-119.658333,86.7,50.0
485,,195405,CR,54.0,C1,1.0,32.416666,-119.966666,90.0,60.0
486,,195405,CR,56.0,C1,1.0,32.741666,-119.266666,90.0,50.0
487,6850.0,195405,CR,55.0,C1,1.0,32.583333,-119.608333,90.0,55.0
488,6852.0,195405,CR,62.0,C1,1.0,33.475,-117.783333,90.0,28.0
489,,195405,CR,61.0,C1,1.0,33.416666,-117.916666,90.0,30.0
490,6854.0,195405,CR,68.0,C1,1.0,32.158333,-118.883333,93.3,50.0
491,,195405,CR,69.0,C1,1.0,32.0,-119.233333,93.3,55.0
492,,195405,CR,70.0,C1,1.0,31.825,-119.575,93.3,60.0
493,6958.0,195406,HO,41.0,C1,1.0,34.336666,-120.805,80.0,55.0
494,,195406,HO,40.0,C1,1.0,34.275,-121.183333,80.0,60.0
495,,195406,HO,42.0,C1,1.0,34.441666,-120.541666,80.0,51.0
496,,195406,HO,48.0,C1,1.0,33.613333,-119.861666,85.0,50.0
497,6963.0,195406,HO,49.0,C1,1.0,33.428333,-120.221666,85.0,55.0
498,6966.0,195406,HO,56.0,C1,1.0,32.928333,-122.131666,83.3,80.0
499,,195406,HO,50.0,C1,1.0,33.228333,-120.53,85.0,60.0
500,6968.0,195406,HO,60.0,C1,1.0,33.0,-120.358333,86.7,60.0
501,,195406,HO,61.0,C1,1.0,33.133333,-119.995,86.7,55.0
502,6971.0,195406,HO,66.0,C1,1.0,33.47,-117.79,90.0,28.0
503,,195406,HO,67.0,C1,1.0,33.396666,-117.928333,90.0,30.0
504,,195406,HO,68.0,C1,1.0,33.29,-118.166666,90.0,33.5
505,6972.0,195406,HO,69.0,C1,1.0,33.183333,-118.391666,90.0,37.0
506,6974.0,195406,HO,75.0,C1,1.0,32.078333,-120.608333,90.0,70.0
507,,195406,HO,79.0,C1,1.0,32.436666,-119.36,93.3,55.0
508,,195406,HO,78.0,C1,1.0,32.158333,-119.675,93.3,60.0
509,6988.0,195407,CR,18.0,C1,1.0,34.908333,-121.216666,76.7,55.0
510,,195407,CR,19.0,C1,1.0,35.066666,-120.866666,76.7,50.0
511,,195407,CR,24.0,C1,1.0,33.483333,-122.533333,80.0,80.0
512,,195407,CR,27.0,C1,1.0,33.666666,-120.308333,83.3,55.0
513,,195407,CR,29.0,C1,1.0,33.975,-119.916666,83.3,48.0
514,6990.0,195407,CR,28.0,C1,1.0,33.866666,-120.141666,83.3,51.0
515,,195407,CR,35.0,C1,1.0,33.616666,-119.866666,85.0,50.0
516,6995.0,195407,CR,36.0,C1,1.0,33.45,-120.208333,85.0,55.0
517,,195407,CR,37.0,C1,1.0,33.258333,-120.533333,85.0,60.0
518,,195407,CR,43.0,C1,1.0,33.833333,-118.625,86.7,35.0
519,6999.0,195407,CR,44.0,C1,1.0,33.475,-117.783333,90.0,28.0
520,,195407,CR,45.0,C1,1.0,33.4,-117.925,90.0,30.0
521,,195407,CR,49.0,C1,1.0,32.416666,-119.958333,90.0,60.0
522,7002.0,195407,CR,50.0,C1,1.0,32.116666,-120.566666,90.0,70.0
523,7004.0,195407,CR,55.0,C1,1.0,32.833333,-117.525,93.3,30.0
524,,195407,CR,56.0,C1,1.0,32.933333,-117.316666,93.3,27.0
525,7076.0,195408,SB,28.0,C1,1.0,34.275,-120.838333,80.0,55.0
526,,195408,SB,27.0,C1,1.0,34.1,-121.2,80.0,60.0
527,,195408,SB,29.0,C1,1.0,34.428333,-120.558333,80.0,51.0
528,7080.0,195408,SB,36.0,C1,1.0,33.575,-120.775,83.3,60.0
529,,195408,SB,37.0,C1,1.0,33.32,-120.591666,85.0,60.0
530,7081.0,195408,SB,38.0,C1,1.0,33.45,-120.266666,85.0,55.0
531,,195408,SB,45.0,C1,1.0,33.491666,-119.333333,86.7,45.0
532,7085.0,195408,SB,46.0,C1,1.0,33.343333,-119.67,86.7,50.0
533,,195408,SB,47.0,C1,1.0,33.17,-120.045,86.7,55.0
534,7086.0,195408,SB,48.0,C1,1.0,32.976666,-120.473333,86.7,60.0
535,7088.0,195408,SB,51.0,C1,1.0,32.471666,-119.65,90.0,55.0
536,7089.0,195408,SB,53.0,C1,1.0,33.173333,-118.38,90.0,37.0
537,,195408,SB,52.0,C1,1.0,32.95,-118.843333,90.0,45.0
538,,195408,SB,59.0,C1,1.0,32.5,-118.195,93.3,40.0
539,,195408,SB,60.0,C1,1.0,32.333333,-118.55,93.3,45.0
540,7092.0,195408,SB,61.0,C1,1.0,32.16,-118.925,93.3,50.0
541,,195410,CR,5.0,C1,1.0,34.15,-121.15,80.0,60.0
542,7114.0,195410,CR,6.0,C1,1.0,33.783333,-121.8,80.0,70.0
543,7119.0,195410,CR,14.0,C1,1.0,34.091666,-119.591666,83.3,43.0
544,7116.0,195410,CR,9.0,C1,1.0,33.583333,-120.783333,83.3,60.0
545,7120.0,195410,CR,16.0,C1,1.0,33.983333,-119.091666,85.0,39.0
546,,195410,CR,17.0,C1,1.0,33.95,-119.166666,85.0,40.0
547,,195410,CR,23.0,C1,1.0,33.166666,-120.008333,86.7,55.0
548,7123.0,195410,CR,22.0,C1,1.0,33.0,-120.35,86.7,60.0
549,,195410,CR,25.0,C1,1.0,33.5,-119.316666,86.7,45.0
550,7124.0,195410,CR,24.0,C1,1.0,33.333333,-119.666666,86.7,50.0
551,,195410,CR,30.0,C1,1.0,32.908333,-118.933333,90.0,45.0
552,,195410,CR,32.0,C1,1.0,32.566666,-119.608333,90.0,55.0
553,,195410,CR,33.0,C1,1.0,32.4,-119.95,90.0,60.0
554,7130.0,195410,CR,36.0,C1,1.0,32.166666,-118.883333,93.3,50.0
555,,195410,CR,35.0,C1,1.0,32.008333,-119.225,93.3,55.0
556,,195410,CR,38.0,C1,1.0,32.508333,-118.208333,93.3,40.0
557,,195410,CR,37.0,C1,1.0,32.333333,-118.55,93.3,45.0
558,,195412,CR,4.0,C1,1.0,34.15,-121.15,80.0,60.0
559,,195412,CR,1.0,C1,1.0,33.841666,-121.85,80.0,70.0
560,7183.0,195412,CR,5.0,C1,1.0,33.566666,-120.741666,83.3,60.0
561,7184.0,195412,CR,10.0,C1,1.0,33.858333,-120.133333,83.3,51.0
562,,195412,CR,9.0,C1,1.0,33.725,-120.4,83.3,55.0
563,7187.0,195412,CR,15.0,C1,1.0,33.983333,-119.066666,85.0,39.0
564,,195412,CR,16.0,C1,1.0,33.958333,-119.175,85.0,40.0
565,7188.0,195412,CR,8.0,C1,1.0,33.783333,-119.525,85.0,45.0
566,,195412,CR,17.0,C1,1.0,33.616666,-119.866666,85.0,50.0
567,,195412,CR,23.0,C1,1.0,33.5,-119.308333,86.7,45.0
568,7191.0,195412,CR,22.0,C1,1.0,33.333333,-119.658333,86.7,50.0
569,,195412,CR,25.0,C1,1.0,33.85,-118.641666,86.7,35.0
570,7192.0,195412,CR,24.0,C1,1.0,33.666666,-118.975,86.7,40.0
571,7194.0,195412,CR,29.0,C1,1.0,33.183333,-118.391666,90.0,37.0
572,,195412,CR,32.0,C1,1.0,32.416666,-119.933333,90.0,60.0
573,7196.0,195412,CR,28.0,C1,1.0,32.083333,-120.633333,90.0,70.0
574,7198.0,195412,CR,35.0,C1,1.0,32.825,-117.516666,93.3,30.0
575,,195412,CR,36.0,C1,1.0,32.933333,-117.316666,93.3,27.0
576,,195501,CR,4.0,C1,1.0,33.808333,-121.841666,80.0,70.0
577,,195501,CR,9.0,C1,1.0,34.225,-119.375,83.3,40.0
578,,195501,CR,8.0,C1,1.0,34.15,-119.591666,83.3,43.0
579,,195501,CR,10.0,C1,1.0,33.833333,-118.633333,86.7,35.0
580,,195501,CR,11.0,C1,1.0,33.666666,-118.983333,86.7,40.0
581,,195501,CR,14.0,C1,1.0,32.066666,-120.633333,90.0,70.0
582,,195501,CR,20.0,C1,1.0,33.475,-117.758333,90.0,28.0
583,,195501,CR,16.0,C1,1.0,32.766666,-119.233333,90.0,50.0
584,,195501,CR,15.0,C1,1.0,32.408333,-119.933333,90.0,60.0
585,,195501,CR,21.0,C1,1.0,32.916666,-117.325,93.3,27.0
586,,195501,CR,23.0,C1,1.0,32.508333,-118.183333,93.3,40.0
587,,195501,CR,24.0,C1,1.0,32.15,-118.9,93.3,50.0
588,7290.0,195502,PT,5.0,C1,1.0,32.158333,-118.841666,93.3,50.0
589,7295.0,195502,PT,10.0,C1,1.0,33.403333,-117.908333,90.0,30.0
590,7296.0,195502,PT,11.0,C1,1.0,33.196666,-118.411666,90.0,37.0
591,7291.0,195502,PT,6.0,C1,1.0,32.561666,-118.14,93.3,40.0
592,7297.0,195502,PT,12.0,C1,1.0,32.903333,-118.978333,90.0,45.0
593,7300.0,195502,PT,14.0,C1,1.0,32.07,-120.633333,90.0,70.0
594,7304.0,195502,PT,18.0,C1,1.0,33.825,-118.633333,86.7,35.0
595,7301.0,195502,PT,15.0,C1,1.0,33.061666,-120.333333,86.7,60.0
596,7305.0,195502,PT,19.0,C1,1.0,34.216666,-119.378333,83.3,40.0
597,7306.0,195502,PT,20.0,C1,1.0,34.136666,-119.566666,83.3,43.0
598,7308.0,195502,PT,22.0,C1,1.0,33.566666,-120.75,83.3,60.0
599,7312.0,195502,PT,26.0,C1,1.0,34.316666,-120.716666,80.0,55.0
600,7311.0,195502,PT,25.0,C1,1.0,34.133333,-121.016666,80.0,60.0
601,,195503,BD,7.0,C1,1.0,31.483333,-120.233333,93.3,70.0
602,,195503,BD,12.0,C1,1.0,32.933333,-117.316666,93.3,27.0
603,,195503,BD,11.0,C1,1.0,32.833333,-117.516666,93.3,30.0
604,,195503,BD,13.0,C1,1.0,33.475,-117.778333,90.0,28.0
605,,195503,BD,14.0,C1,1.0,33.4,-117.916666,90.0,30.0
606,,195503,BD,18.0,C1,1.0,32.416666,-119.95,90.0,60.0
607,,195503,BD,19.0,C1,1.0,32.066666,-120.65,90.0,70.0
608,,195503,BD,28.0,C1,1.0,33.566666,-120.75,83.3,60.0
609,,195503,BD,24.0,C1,1.0,33.833333,-118.625,86.7,35.0
610,,195503,BD,23.0,C1,1.0,33.666666,-118.975,86.7,40.0
611,,195503,BD,33.0,C1,1.0,34.433333,-120.533333,80.0,51.0
612,,195503,BD,32.0,C1,1.0,34.316666,-120.8,80.0,55.0
613,7364.0,195504,CR,2.0,C1,1.0,34.303333,-120.776666,80.0,55.0
614,7365.0,195504,CR,3.0,C1,1.0,34.146666,-121.146666,80.0,60.0
615,7372.0,195504,CR,10.0,C1,1.0,33.558333,-120.733333,83.3,60.0
616,7373.0,195504,CR,11.0,C1,1.0,33.861666,-120.13,83.3,51.0
617,7377.0,195504,CR,14.0,C1,1.0,33.658333,-118.966666,86.7,40.0
618,7378.0,195504,CR,15.0,C1,1.0,33.333333,-119.666666,86.7,50.0
619,7380.0,195504,CR,17.0,C1,1.0,32.666666,-121.0,86.7,70.0
620,7387.0,195504,CR,25.0,C1,1.0,32.91,-118.933333,90.0,45.0
621,,195504,CR,22.0,C1,1.0,32.103333,-120.616666,90.0,70.0
622,7388.0,195504,CR,26.0,C1,1.0,33.175,-118.383333,90.0,37.0
623,7392.0,195504,CR,29.0,C1,1.0,32.808333,-117.516666,93.3,30.0
624,7393.0,195504,CR,30.0,C1,1.0,32.491666,-118.183333,93.3,40.0
625,7396.0,195504,CR,33.0,C1,1.0,31.583333,-120.133333,93.3,70.0
626,,195505,BD,1.0,C1,1.0,37.316666,-122.6,63.3,52.0
627,,195505,BD,2.0,C1,1.0,37.216666,-122.84,63.3,55.0
628,,195505,BD,3.0,C1,1.0,36.883333,-123.533333,63.3,65.0
629,,195505,BD,5.0,C1,1.0,36.65,-122.433333,66.7,55.0
630,,195505,BD,6.0,C1,1.0,36.816666,-122.076666,66.7,50.0
631,,195505,BD,7.0,C1,1.0,36.133333,-121.833333,70.0,52.0
632,,195505,BD,8.0,C1,1.0,36.05,-122.033333,70.0,55.0
633,,195505,BD,9.0,C1,1.0,35.883333,-122.383333,70.0,60.0
634,,195505,BD,11.0,C1,1.0,34.916666,-121.216666,76.7,55.0
635,,195505,BD,12.0,C1,1.0,35.075,-120.866666,76.7,50.0
636,,195505,BD,19.0,C1,1.0,33.816666,-121.85,80.0,70.0
637,,195505,BD,24.0,C1,1.0,34.133333,-119.566666,83.3,43.0
638,,,,,,,,,,
639,,195505,BD,31.0,C1,1.0,33.666666,-118.975,86.7,40.0
640,,195505,BD,30.0,C1,1.0,33.5,-119.316666,86.7,45.0
641,,195505,BD,32.0,C1,1.0,33.833333,-118.633333,86.7,35.0
642,,195505,BD,33.0,C1,1.0,33.475,-117.778333,90.0,28.0
643,,195505,BD,34.0,C1,1.0,33.408333,-117.916666,90.0,30.0
644,,195505,BD,35.0,C1,1.0,33.183333,-118.383333,90.0,37.0
645,,195505,BD,41.0,C1,1.0,32.066666,-120.65,90.0,70.0
646,,195505,BD,42.0,C1,1.0,31.9,-120.966666,90.0,75.0
647,,195505,BD,55.0,C1,1.0,32.166666,-118.891666,93.3,50.0
648,,195505,BD,57.0,C1,1.0,32.5,-118.216666,93.3,40.0
649,,195505,BD,56.0,C1,1.0,32.333333,-118.533333,93.3,45.0
650,7493.0,195506,CR,1.0,C1,1.0,33.833333,-118.633333,86.7,35.0
651,7496.0,195506,CR,6.0,C1,1.0,33.0,-120.366666,86.7,60.0
652,7498.0,195506,CR,10.0,C1,1.0,32.33,-121.725,86.7,80.0
653,,195506,CR,20.0,C1,1.0,33.858333,-120.138333,83.3,51.0
654,,195506,CR,15.0,C1,1.0,33.058333,-121.791666,83.3,75.0
655,7504.0,195506,CR,21.0,C1,1.0,34.125,-119.57,83.3,43.0
656,7599.0,195506,PT,1.0,C1,1.0,33.475,-117.778333,90.0,28.0
657,7600.0,195506,PT,2.0,C1,1.0,33.408333,-117.915,90.0,30.0
658,7509.0,195506,CR,26.0,C1,1.0,33.808333,-121.891666,80.0,70.0
659,7601.0,195506,PT,3.0,C1,1.0,33.196666,-118.393333,90.0,37.0
660,7604.0,195506,PT,7.0,C1,1.0,32.4,-119.95,90.0,60.0
661,,195506,PT,8.0,C1,1.0,32.233333,-120.18,90.0,65.0
662,7516.0,195506,CR,34.0,C1,1.0,35.076666,-120.886666,76.7,50.0
663,7515.0,195506,CR,33.0,C1,1.0,34.88,-121.2,76.7,55.0
664,7608.0,195506,PT,18.0,C1,1.0,32.396666,-118.283333,93.3,40.0
665,,195506,PT,17.0,C1,1.0,32.275,-118.583333,93.3,45.0
666,,195506,PT,13.0,C1,1.0,31.5,-120.213333,93.3,70.0
667,,195506,PT,19.0,C1,1.0,32.513333,-117.983333,93.3,35.0
668,,195507,PT,1.0,C1,1.0,33.475,-117.761666,90.0,28.0
669,,195507,CR,1.0,C1,1.0,33.833333,-118.633333,86.7,35.0
670,,195507,CR,2.0,C1,1.0,33.708333,-119.013333,86.7,40.0
671,,195507,CR,8.0,C1,1.0,32.675,-121.016666,86.7,70.0
672,,195507,PT,2.0,C1,1.0,33.411666,-117.916666,90.0,30.0
673,,195507,PT,7.0,C1,1.0,32.358333,-119.946666,90.0,60.0
674,,195507,CR,13.0,C1,1.0,33.853333,-120.13,83.3,51.0
675,,195507,CR,12.0,C1,1.0,33.741666,-120.386666,83.3,55.0
